web_scraper_order,web_scraper_start_url,rent_raw,rooms_raw,area_raw,address_raw,description_raw,text_raw,walkingtime_raw,nearest_statioon_raw,rooms,rent,area
1763742825-1257,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,CHF 2’677.– / Monat,3.5 Zimmer,82m²,"Soodstrasse 90, 8041 Zürich",Gemütliche 3.5 Zi-Wohnung mit Terrasse in idyllischer Lage,"Entdecken Sie Ihr neues Zuhause: Diese grosszügige, lichtdurchflutete 3.5-Zimmer- Wohnung im 1. OG erstreckt sich über 81 m2. Modern und StilvollDie Wohnung wurde 2023 bezogen und besticht durch ihren modernen Ausbau. Dank der durchdachten Raumaufteilung lässt sie sich hervorragend einrichten und bietet Platz für Ihre individuellen Wohnideen.Perfekte Lage in Zürich-LeimbachHier verbinden sich urbanes Lebensgefühl und naturnahe Erholung auf ideale Weise. Ob Sie das pulsierende Stadtleben geniessen oder lange Spaziergänge in der Natur unternehmen möchten - beides ist nur wenige Minuten von Ihrem neuen Zuhause entfernt.Einzigartiges WohnambienteDas Mehrfamilienhaus überzeugt durch seinen einzigartigen Charakter und ein modernes, verspieltes Design sowohl aussen als auch innen. Optional steht Ihnen ein Tiefgaragenplatz für CHF 160.-zur Verfügung (E-Ladestation möglich).Interesse ?Besichtigen Sie die Wohnung unverbindlich und lassen Sie sich von dieser traumhaften Wohnung begeistern.Wir freuen uns auf Ihre Kontaktaufnahme!Es handelt sich um Referenzbilder, diese können von dem eigentlichen Objekt abweichen.",,,3.5,2677.0,82.0
1763742825-1258,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,CHF 2’256.– / Monat,1.5 Zimmer,59m²,"Soodstrasse 90, 8041 Zürich",Grosszügige und helle 1.5 Zimmer-Wohnung im 3. OG,"Entdecken Sie Ihr neues Zuhause: Diese grosszügige, lichtdurchflutete 1.5-Zimmer- Wohnung im EG erstreckt sich über 59m2 und bietet Ihnen höchsten Wohnkomfort.Modern und StilvollDie Wohnung wurde 2023 bezogen und besticht durch ihren modernen Ausbau. Dank der durchdachten Raumaufteilung lässt sie sich hervorragend einrichten und bietet Platz für Ihre individuellen Wohnideen.Perfekte Lage in Zürich-LeimbachHier verbinden sich urbanes Lebensgefühl und naturnahe Erholung auf ideale Weise. Ob Sie das pulsierende Stadtleben geniessen oder lange Spaziergänge in der Natur unternehmen möchten - beides ist nur wenige Minuten von Ihrem neuen Zuhause entfernt.Einzigartiges WohnambienteDas Mehrfamilienhaus überzeugt durch seinen einzigartigen Charakter und ein modernes, verspieltes Design sowohl aussen als auch innen. Optional steht Ihnen ein Tiefgaragenplatz für CHF 160.-zur Verfügung (E-Ladestation verfügbar).Interesse Geweckt?Vereinbaren Sie noch heute einen unverbindlichen Besichtigungstermin und lassen Sie sich von dieser traumhaften Wohnung begeistern.Wir freuen uns auf Ihre Kontaktaufnahme!",,,1.5,2256.0,59.0
1763742825-1259,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,2 min.,Station: Hirschwiesenstrasse,,,
1763742825-1260,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,28 min.,Station: Spital Zollikerberg,,,
1763742825-1261,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,9 min.,Station: Wartau,,,
1763742825-1262,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,-,,,,
1763742825-1263,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,4 min.,Station: Lindenplatz,,,
1763742825-1264,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,1 min.,Station: Escher-Wyss-Platz,,,
1763742825-1265,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,16 min.,Station: Zürich Seebach,,,
1763742825-1266,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,2 min.,Station: Letzistrasse,,,
1763742825-1267,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,21 min.,Station: Rehalp,,,
1763742825-1268,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,-,,,,
1763742825-1269,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,4 min.,Station: Helmhaus,,,
1763742825-1270,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,6 min.,Station: Klusplatz,,,
1763742825-1271,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,15 min.,Station: Balgrist,,,
1763742825-1272,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,7 min.,Station: Zwielplatz,,,
1763742825-1273,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,9 min.,Station: Fellenbergstrasse,,,
1763742825-1274,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,4 min.,Station: Zürich Selnau,,,
1763742825-1275,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,4 min.,Station: Stauffacher,,,
1763742825-1276,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,15 min.,Station: Sood-Oberleimbach,,,
1763742825-1277,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,15 min.,Station: Sood-Oberleimbach,,,
1763742825-1278,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=19&o=dateCreated-desc,,,,,,,15 min.,Station: Sood-Oberleimbach,,,
1763742828-1279,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 4’364.– / Monat,4 Zimmer,,8004 Zürich,Wunderschöne Altbauwohnung im Herzen von Zürich,,,,4.0,4364.0,
1763742828-1280,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 2’350.– / Monat,3 Zimmer,57m²,"Herrligstrasse 36, 8048 Zürich",Schöne 3-Zimmer-Wohnung mit Balkon in Zürich Altstetten,,,,3.0,2350.0,57.0
1763742828-1281,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 2’200.– / Monat,5 Zimmer,125m²,"Mühlebachstrasse 204, 8008 Zürich",Stilvoll wohnen im Herzen von Zürich – befristet bis 30.06.2026,,,,5.0,2200.0,125.0
1763742828-1282,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 3’180.– / Monat,2.5 Zimmer,70m²,"Klausstrasse 49, 8008 Zürich",schöne 2.5 Zimmerwohnung,,,,2.5,3180.0,70.0
1763742828-1283,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 5’825.– / Monat,4.5 Zimmer,,8032 Zürich,Luxuriöser Wohntraum mit Seeblick,"Luxuriöser Wohntraum mit Seeblick, Sonnenterrasse und romantischer Abendstimmung - Wohnen auf höchstem NiveauWillkommen in einem Zuhause, das Emotionen weckt und Lebensfreude versprüht.Hier trifft Eleganz auf Wohlgefühl, Luxus auf Leichtigkeit und Architektur auf Atmosphäre.Dieser aussergewöhnliche 4,5 Zimmer Wohntraum mit 127 Quadratmetern Wohnfläche begeistert durch sein helles, offenes Raumkonzept, eine grosszügige Sonnenterrasse mit herrlichem Seeblick und ein Ambiente, das Ruhe, Stil und Raffinesse vereint.Geniessen Sie laue Sommerabende mit einem Glas Wein, während die Sonne langsam über dem Zürichsee untergeht und den Himmel in warme Farben taucht.Jeder Moment wird zu einem Erlebnis - ob beim Entspannen auf der Terrasse, beim Dinner mit Freunden oder in den stilvollen Wohnräumen, die Wärme und Geborgenheit ausstrahlen.Ein Zuhause für Menschen mit Sinn für das BesondereDieser Wohntraum bietet Wohnkomfort auf höchstem Niveau.Hochwertige Materialien, klare Linien und ein harmonisches Farbkonzept schaffen eine Atmosphäre von zeitloser Eleganz.Hier verbindet sich modernes Wohnen mit ruhigem Rückzugsort - mitten in einer der schönsten Wohnlagen von Zürich. Highlights der Immobilie: • Grosszügige 127 Quadratmeter Wohnfläche mit edlem Parkettboden und lichtdurchfluteten Räumen • Sonnenterrasse mit rund 70 Quadratmetern und traumhaftem Blick über den Zürichsee und ins Grüne - ideal für entspannte Stunden und romantische Sonnenuntergänge • Moderne Designküche mit weissen Fronten, schwarzem Granit und hochwertigen Edelstahlgeräten • Grosszügiger Wohn und Essbereich mit stilvoller Steinwand als architektonisches Highlight • Wohnen / Essen Behaglichkeit durch geöltes Edel-Parkett • Edler Marmorboden in Eingangsbereich und Küche • Luxuriöses Badezimmer mit Badewanne, separater Dusche, Doppelwaschtisch und Gäste WC • Privates Reduit mit Waschmaschine, Tumbler und Waschbecken • Eigener Wohnungseingang für maximale Privatsphäre • Gartenmitbenutzung mit gepflegtem Garten und altem Baumbestand - ein Ort zum Durchatmen • Optionaler Garagenplatz verfügbar Wohnen mit Charakter und CharmeDieses Zuhause ist mehr als ein Ort zum Leben - es ist ein Ort zum Ankommen, Wohlfühlen und Geniessen.Hier vereinen sich das Beste aus Stadt und Natur.Die Nähe zum Zentrum und die Ruhe einer grünen Umgebung schaffen eine perfekte Balance.Ob für ein elegantes Dinner, ruhige Familienmomente oder romantische Abende bei Kerzenschein auf der Terrasse - dieser Wohntraum schenkt Raum für all das, was wirklich zählt.Für Menschen, die das Besondere suchen und Wert auf Stil, Qualität und Atmosphäre legen, ist dieses Zuhause ein wahr gewordener Traum. Swiss Twins Immobilien - Real Estate ManagementIhre Adresse für exklusive Wohnträume in der Schweiz und international",,,4.5,5825.0,
1763742828-1284,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 2’890.– / Monat,1.5 Zimmer,83m²,"Wengistrasse 31, 8004 Zürich",,,,,1.5,2890.0,83.0
1763742828-1285,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 11’370.– / Monat,5.5 Zimmer,251m²,"Hardturmstr. 5, 8005 Zürich",Über den Dächern von Zürich mit Sicht in die Bergen,"Suchen Sie eine grosszügige, lichtdurchflutete Maisonettewohnung mit modernster Ausstattung? Dann haben wir genau das Richtige für Sie!Die Maisonettewohnung im Minergie-Standard befindet sich an zentraler Lage im Kreis 5 der Stadt Zürich. Einkaufsmöglichkeiten, öffentliche Verkehrsmittel und vielfältige Freizeitangebote sind bequem zu Fuss erreichbar.Ausstattung und Merkmale im 17. Stock:- Eingangsbereich mit Garderobe und Wandschrank- Hochwertige, offene Küche mit hochliegendem Backofen, Steamer, Glaskeramikherd, Geschirrspüler und grossem Kühlschrank mit drei Gefrierschubladen- Begehbare Dusche mit WC und Lavabo- Grosszügiges Wohn- und Esszimmer mit Zugang zur Terrasse und Treppenaufgang in den 18. Stock- Schlafzimmer mit Zugang zum Wandschrank- Reduit mit WaschturmAusstattung und Merkmale im 18. Stock:- Eingangsbereich mit zwei Wandschränken- Ein Zimmer mit Zugang zum Badezimmer mit Badewanne, WC und Lavabo- Weiteres Zimmer mit direktem Zugang zur Dusche mit WC und Lavabo- Zimmer mit Zugang zur Terrasse - geniessen Sie den Blick über ZürichEin eigenes Kellerabteil für zusätzlichen Stauraum befindet sich im 1. Untergeschoss.Zudem kann die Dachterrasse im 3. Stock mit Spielplatz, Ping-Pong-Tisch, Tisch und Bänken mitbenutzt werden.Ein Einstellplatz kann bei Bedarf für CHF 270.00 im Monat dazu gemietet werden.Die Liegenschaft verfügt über einen grosszügigen Fahrradabstellraum in der Tiefgarage welcher mitbenutzt werden kann.Haben wir Ihr Interesse geweckt? Kontaktieren Sie uns noch heute über das Kontaktformular - wir freuen uns darauf, Ihnen diese Traumwohnung persönlich zu zeigen.",,,5.5,11370.0,251.0
1763742828-1286,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 2’450.– / Monat,3 Zimmer,67m²,"Albisstrasse 170, 8038 Zürich","""Charmante 3-Zimmer-Wohnung zu vermieten""","Ab 15. November oder nach Vereinbarung vermieten wir eine helle, heimelige Wohnung im EG mit grossem Balkon mit Blick in den Garten.Die Wohnung bietet Ihnen folgende Ausstattung:Badezimmer • WC / Badewanne Küche • Keramikkochfeld, Dampfabzug, Backofen, Kühlschrank, Geschirrspüler Bodenbeläge • Im Wohn- und Schlafzimmer Parkett • Badezimmer mit Plattenboden Zudem verfügt die Wohnung über grosse Einbauschränke.Die Bushaltestelle liegt in unmittelbarer Nähe, ein Autoabstellplatz kann für CHF 126.00 pro Monat dazu gemietet werden.Sind Sie interessiert und möchten die Wohnung besichtigen?Wir freuen uns auf Ihre Kontaktanfrage.",,,3.0,2450.0,67.0
1763742828-1287,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 2’600.– / Monat,3.5 Zimmer,69m²,8049 Zürich,Charismatische 3.5-Zimmer-Wohnung in Zentraler Lage,"Moderne und ruhige 3.5-Zimmer-Wohnung Diese helle und gepflegte 3.5-Zimmer-Wohnung mit 69 m² Wohnfläche bietet eine angenehme, ruhige Wohnatmosphäre und überzeugt mit einem funktionalen, modernen Wohnkomfort.Dank der grossen Fenster und der durchdachten Raumaufteilung entsteht ein freundliches, warmes Wohngefühl, das ideal ist für Paare oder kleine Familien.Der Holzboden, die helle Gestaltung und der private Balkon mit Blick ins Grüne schaffen ein Zuhause, in dem man sich sofort wohlfühlt. Highlights der Wohnung: • Helle Wohn- und Schlafräume mit viel Tageslicht • Ruhige Lage mit hoher Wohnqualität • Gut durchdachte und praktische Raumaufteilung • Privater Balkon mit angenehmer Aussicht ins Grüne • Moderne, gepflegte Küche mit Geschirrspüler, Backofen und Granitarbeitsfläche • Komfortables Badezimmer mit Doppelwaschbecken, Spiegelschränken und Wandheizung • Kellerabteil und Waschküche im Haus • Garage verfügbar • Kinderfreundliche Umgebung • Einkaufsmöglichkeiten, Schulen, Apotheke und ÖV rasch erreichbar Ab Februar 2026 wird die Mietzins auf 2499.- Franken Brutto reduziert! Selber eine Immobilie vermarkten?Profitieren Sie von unserer Expertise und unserem starken Netzwerk.Swiss Twins Immobilien - Real Estate Management begleitet Sie bei jedem Schritt, von der professionellen Präsentation bis zur erfolgreichen Vermittlung.Mehr erfahren: https://swiss-twinsimmobilien.ch Sie möchten eine Immobilie schätzen lassen?Erhalten Sie jetzt Ihre kostenlose, unverbindliche und schnelle Marktwertschätzung - präzise und professionell.Zur kostenlosen Immobilienbewertung: https://twins-immobewertung.ch Swiss Twins Immobilien - wo stilvolles Wohnen beginnt und besondere Momente Zuhause werden. Lassen Sie sich diese einzigartige Gelegenheit nicht entgehen und erleben Sie Wohnen auf einem Niveau, das Sie jeden Tag aufs Neue begeistert.",,,3.5,2600.0,69.0
1763742828-1288,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 2’750.– / Monat,4 Zimmer,,"Saumackerstrasse 2, 8048 Zürich",Zentral Wohnen in Altstetten,,,,4.0,2750.0,
1763742828-1289,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 3’050.– / Monat,4.5 Zimmer,103m²,"Holderbachweg 8, 8046 Zürich",Hoher Wohnkomfort am Zentenhausplatz mit Dachterrasse,,,,4.5,3050.0,103.0
1763742828-1290,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 3’510.– / Monat,1 Zimmer,71m²,"Birmensdorferstrasse 485, 8055 Zürich","WEITBLICK & DESIGN: Erstvermietung ""SPHINX""",,,,1.0,3510.0,71.0
1763742828-1291,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 2’940.– / Monat,1 Zimmer,60m²,"Birmensdorferstrasse 485, 8055 Zürich","URBAN & ELEGANT: Erstvermietung ""SPHINX""",,,,1.0,2940.0,60.0
1763742828-1292,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 2’670.– / Monat,1 Zimmer,60m²,"Birmensdorferstrasse 485, 8055 Zürich","KONTUR & CHARAKTER: Erstvermietung ""SPHINX""",,,,1.0,2670.0,60.0
1763742828-1293,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 3’160.– / Monat,1 Zimmer,71m²,"Birmensdorferstrasse 485, 8055 Zürich","DESIGN & SKYLINE: Erstvermietung ""SPHINX""",,,,1.0,3160.0,71.0
1763742828-1294,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 2’670.– / Monat,2 Zimmer,67m²,"Birmensdorferstrasse 483, 8055 Zürich","STIL & KOMFORT: Erstvermietung ""SPHINX""",,,,2.0,2670.0,67.0
1763742828-1295,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 3’900.– / Monat,4.5 Zimmer,115m²,"Weidmannstrasse 15, 8046 Zürich",,,,,4.5,3900.0,115.0
1763742828-1296,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 4’080.– / Monat,3.5 Zimmer,100m²,"Rüdigerstrasse 4, 8045 Zürich","Ihr Wohntraum im ""Secret Garden"" - Attikawohnung mit 2 Dachterrassen!",,,,3.5,4080.0,100.0
1763742828-1297,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 1’484.– / Monat,2.5 Zimmer,45m²,"Flurstrasse 53, 8048 Zürich",Gemütliche Wohnung Nähe Letzipark - Befristet bis 30.06.2026!,,,,2.5,1484.0,45.0
1763742828-1298,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,CHF 1’600.– / Monat,2.5 Zimmer,55m²,"Flurstrasse 53, 8048 Zürich",Aufregendes Stadtleben beim Letzigrund -  befristet bis 30.06.2026!,,,,2.5,1600.0,55.0
1763742828-1299,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,-,,,,
1763742828-1300,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,5 min.,Station: Bachmattstrasse,,,
1763742828-1301,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,4 min.,Station: Wildbachstrasse,,,
1763742828-1302,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,2 min.,Station: Feldeggstrasse,,,
1763742828-1303,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,-,,,,
1763742828-1304,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,3 min.,Station: Kalkbreite/Bhf. Wiedikon,,,
1763742828-1305,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,3 min.,Station: Förrlibuckstrasse,,,
1763742828-1306,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,8 min.,Station: Wollishoferplatz,,,
1763742828-1307,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,-,,,,
1763742828-1308,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,3 min.,Station: Zürich Altstetten,,,
1763742828-1309,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,9 min.,Station: Zürich Affoltern,,,
1763742828-1310,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,2 min.,Station: Triemli,,,
1763742828-1311,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,2 min.,Station: Triemli,,,
1763742828-1312,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,2 min.,Station: Triemli,,,
1763742828-1313,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,2 min.,Station: Triemli,,,
1763742828-1314,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,2 min.,Station: Triemli,,,
1763742828-1315,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,7 min.,Station: Zürich Affoltern,,,
1763742828-1316,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,4 min.,Station: Sihlcity Nord,,,
1763742828-1317,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,3 min.,Station: Kappeli,,,
1763742828-1318,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=18&o=dateCreated-desc,,,,,,,3 min.,Station: Kappeli,,,
1763742831-1319,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 2’625.– / Monat,3 Zimmer,64m²,"Müllerstrasse 93, 8004 Zürich",,,,,3.0,2625.0,64.0
1763742831-1320,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 3’510.– / Monat,3.5 Zimmer,83m²,"Baumackerstrasse 9, 8050 Oerlikon",Zentral. Modern. Für Paare gemacht - 3.5 Zimmerwohnung in Oerlikon,,,,3.5,3510.0,83.0
1763742831-1321,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 1’600.– / Monat,1.5 Zimmer,28m²,"Schaffhauserstrasse 273, 8057 Zürich",,,,,1.5,1600.0,28.0
1763742831-1322,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 850.– / Monat,14m² Wohnfläche,,"Zürich wettswill, 8001 Zürich",,,,,,850.0,
1763742831-1323,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 2’490.– / Monat,2.5 Zimmer,59m²,"Leutschenbachstrasse 46, 8050 Zürich",,,,,2.5,2490.0,59.0
1763742831-1324,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 3’670.– / Monat,3.5 Zimmer,81m²,"Hegianwandweg 102, 8045 Zürich",3.5-Zimmer Neubau-Erstbezug am Fusse des Uetlibergs,,,,3.5,3670.0,81.0
1763742831-1325,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 2’845.– / Monat,2.5 Zimmer,63m²,"Hegianwandweg 102, 8045 Zürich",2.5-Zimmer Neubau-Erstbezug am Fusse des Uetlibergs,,,,2.5,2845.0,63.0
1763742831-1326,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 4’670.– / Monat,4.5 Zimmer,102m²,"Hegianwandweg 102, 8045 Zürich",4.5-Zimmer Neubau-Erstbezug am Fusse des Uetlibergs,,,,4.5,4670.0,102.0
1763742831-1327,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 2’230.– / Monat,2.5 Zimmer,59m²,"Burstwiesenstrasse 19, 8055 Zürich",Zentral wohnen im Herzen von Zürich-Wiedikon,,,,2.5,2230.0,59.0
1763742831-1328,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 3’520.– / Monat,4.5 Zimmer,119m²,"Dübendorfstrasse 311, 8051 Zürich",Erstvermietung 4.5-Zimmer-Wohnung mit grosszügiger Loggia,"An zentraler und naturnaher Lage entsteht das Mehrfamilienhaus mit insgesamt 16 modernen Mietwohnungen und einem Katzenheim. Das Gebäude überzeugt durch eine klare Architektur, funktionale Grundrisse und eine hochwertige, zeitgemässe Ausstattung. Helle Räume, sorgfältig ausgewählte Materialien und praktische Wohnlayouts sorgen für ein angenehmes Wohngefühl.Die Umgebung ist gepflegt und bietet eine angenehme, städtische Wohnatmosphäre. Einkaufsmöglichkeiten, Schulen sowie der öffentliche Verkehr befinden sich in unmittelbarer Nähe.Ein Einstellplatz in der Tiefgarage kann für CHF 170.00/mtl. dazu gemietet werden.Besichtigungstermine sowie weitere Informationen zum Projekt finden Sie auf der Webseite: https://hestaimmobilien.ch/projekte/Zuerich-Erstvermietung-Mehrfamilienhaus-16-Mietwohnungen-und-Katzenheim.php",,,4.5,3520.0,119.0
1763742831-1329,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 1’390.– / Monat,1 Zimmer,,"Hildastrasse 7, 8004 Zürich",1-Zimmer-Studio an zentraler Lage in Zürich,,,,1.0,1390.0,
1763742831-1330,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc,CHF 4’750.– / Monat,4.5 Zimmer,138m²,"Leutschenbachstrasse 42N, 8050 Zürich",Traumhafte 4.5-Zimmer-EG-Maisonette mit Gemeinschaftsdachterrasse,"Diese gehobene Maisonette-Wohnung im Leutschenbach-Quartier verbindet modernes Design, grosszügige Raumaufteilung und hochwertige Ausstattung auf 138 m² zu einem luxuriösen Wohngefühl. Das 2018 erbaute Apartment überzeugt durch stilvolle Eleganz, exklusive Details und eine zentrale Lage in einem sich dynamisch entwickelnden Wohn- und Arbeitsquartier.Highlights der Wohnung: • Lichtdurchfluteter Wohn-Essbereich mit Panorama-Fenstern, 3,5 m Raumhöhe und offenem Konzept • Hochwertige V-Zug Geräte, 2 Abstellräume mit Waschturm, Einbauschränke • Loggia mit Blick auf ruhigen, grünen Innenhof • Drei Schlafzimmer, inkl. Hauptzimmer mit Ankleideraum und en-suite Badezimmer • Zwei Badezimmer (Dusche/WC &amp
1763742831-1331,https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=17&o=dateCreated-desc""",CHF 3’790.– / Monat,4.5 Zimmer,4.5,4750.0,138.0
